"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2019","96.87","96.85","96.88","96.85","1.88K","3.67%"
"07/08/2019","93.44","100.21","100.21","93.44","1.69K","-4.99%"
"07/05/2019","98.35","98.67","98.67","98.08","7.50K","3.02%"
"07/01/2019","95.47","96.01","96.01","94.93","0.94K","-2.80%"
"06/28/2019","98.22","94.40","99.24","94.40","139.50K","3.93%"
"06/27/2019","94.51","94.34","94.65","91.72","48.19K","4.85%"
"06/26/2019","90.14","89.05","90.51","85.33","12.38K","4.57%"
"06/25/2019","86.20","84.27","86.77","82.13","24.56K","4.31%"
"06/24/2019","82.64","80.53","84.56","80.48","18.00K","2.62%"
"06/21/2019","80.53","81.06","81.06","81.06","0.19K","0.00%"
"06/20/2019","80.53","80.40","80.53","78.45","0.94K","2.38%"
"06/19/2019","78.66","81.07","81.07","77.33","27.38K","-0.34%"
"06/18/2019","78.93","78.69","78.94","78.67","100.50K","-3.39%"
"06/17/2019","81.70","82.67","82.67","80.53","9.00K","-1.17%"
"06/14/2019","82.67","82.67","82.67","82.67","0.94K","0.00%"
"06/13/2019","82.67","82.13","84.21","82.13","2.81K","1.45%"
"06/11/2019","81.49","86.13","86.13","81.07","3.00K","-0.78%"
"06/03/2019","82.13","85.33","85.33","85.33","0.38K","0.00%"
"05/30/2019","82.13","82.16","82.67","82.13","1.50K","-0.65%"
"05/29/2019","82.67","84.40","84.40","84.40","0.19K","0.00%"
"05/28/2019","82.67","81.07","85.51","81.07","2.44K","0.76%"
"05/27/2019","82.05","87.97","88.00","81.57","11.06K","-4.45%"
"05/22/2019","85.87","85.87","85.87","85.87","0.38K","4.96%"
"05/21/2019","81.81","82.67","86.39","81.35","6.75K","-4.46%"
"05/20/2019","85.63","85.63","85.87","85.63","4.88K","-4.99%"
"05/17/2019","90.13","90.66","90.66","90.13","9.56K","2.42%"
"05/16/2019","88.00","89.07","89.07","88.00","4.69K","-1.20%"
"05/14/2019","89.07","89.60","89.60","89.60","0.19K","0.00%"
"05/13/2019","89.07","90.13","90.13","88.00","0.38K","2.46%"
"05/10/2019","86.93","86.93","86.93","86.16","1.69K","-4.15%"
"05/09/2019","90.69","90.13","90.13","90.13","0.94K","0.00%"
"05/08/2019","90.69","90.69","90.69","90.69","4.50K","-5.01%"
"05/06/2019","95.47","95.89","95.89","95.89","0.19K","0.00%"
"05/03/2019","95.47","95.47","95.47","95.46","0.75K","2.70%"
"05/02/2019","92.96","95.95","95.95","95.95","0.19K","0.00%"
"04/30/2019","92.96","93.33","93.33","93.33","0.19K","0.00%"
"04/29/2019","92.96","95.47","95.47","92.87","1.31K","-0.46%"
"04/24/2019","93.39","93.86","93.86","93.39","2.25K","-3.43%"
"04/22/2019","96.71","97.07","97.07","96.53","0.56K","0.46%"
"04/19/2019","96.27","96.00","97.06","96.00","5.44K","0.59%"
"04/18/2019","95.71","97.01","97.01","94.40","1.31K","-0.52%"
