Date,open,high,low,Price,Change %
2015-01-06,6.61616031833372,6.6549268826989545,6.474016248994517,6.4826310410756856,
2015-01-07,6.5343197935626645,6.5343197935626645,6.366331347979973,6.43524968462928,
2015-01-08,6.413712704426371,6.598930734171392,6.413712704426371,6.560164169806154,
2015-01-09,6.594623338130811,6.702308239145357,6.568778961887317,6.64200469457721,
2015-01-12,6.6549268826989545,6.715230427267103,6.598930734171392,6.624775110414882,
2015-01-13,6.6549268826989545,6.685078654983029,6.560164169806154,6.64200469457721,
2015-01-14,6.6549268826989545,6.676463862901866,6.568778961887317,6.6118529222931395,
2015-01-15,6.598930734171392,6.6549268826989545,6.598930734171392,6.6118529222931395,
2015-01-16,6.590315942090232,6.659234278739538,6.590315942090232,6.607545526252554,
2015-01-19,6.637697298536629,6.6549268826989545,6.590315942090232,6.598930734171392,
2015-01-20,6.568778961887317,6.6549268826989545,6.5343197935626645,6.61616031833372,
2015-01-21,6.581701150009065,6.762611783713502,6.581701150009065,6.702308239145357,
2015-01-22,6.6549268826989545,6.698000843104776,6.598930734171392,6.6549268826989545,
2015-01-23,6.581701150009065,6.6118529222931395,6.577393753968483,6.598930734171392,
2015-01-26,6.598930734171392,6.70661563518594,6.521397605440919,6.659234278739538,
2015-01-27,6.6549268826989545,6.667849070820701,6.538627189603244,6.594623338130811,
2015-01-28,6.577393753968483,6.633389902496046,6.530012397522084,6.568778961887317,
2015-01-29,6.5730863579279015,6.6549268826989545,6.512782813359755,6.542934585643828,
2015-01-30,6.598930734171392,6.676463862901866,6.538627189603244,6.607545526252554,
2015-02-02,6.6549268826989545,6.676463862901866,6.590315942090232,6.6118529222931395,
2015-02-03,6.6549268826989545,6.6549268826989545,6.564471565846739,6.598930734171392,
2015-02-04,6.637697298536629,6.6549268826989545,6.538627189603244,6.555856773765572,
2015-02-06,6.560164169806154,6.607545526252554,6.542934585643828,6.590315942090232,
2015-02-09,6.646312090617793,6.6549268826989545,6.508475417319171,6.542934585643828,
2015-02-10,6.594623338130811,6.594623338130811,6.3275647836147355,6.383560932142299,
2015-02-11,6.400790516304626,6.400790516304626,6.206957694478446,6.254339050924844,
2015-02-12,6.26726123904659,6.306027803411825,6.099272793463897,6.150961545950882,
2015-02-13,6.168191130113207,6.284490823208917,6.129424565747971,6.262953843006009,
2015-02-16,6.275876031127752,6.284490823208917,6.185420714275535,6.262953843006009,
2015-02-17,6.284490823208917,6.284490823208917,6.168191130113207,6.22418727864077,
2015-02-18,6.26726123904659,6.271568635087171,6.198342902397277,6.198342902397277,
2015-02-19,6.22418727864077,6.323257387574153,6.22418727864077,6.318949991533573,
2015-02-20,6.331872179655319,6.3749461400611365,6.26726123904659,6.36202395193939,
2015-02-23,6.3749461400611365,6.422327496507535,6.353409159858227,6.392175724223466,
2015-02-24,6.418020100466956,6.418020100466956,6.36202395193939,6.366331347979973,
2015-02-25,6.400790516304626,6.400790516304626,6.275876031127752,6.314642595492991,
2015-02-26,6.2801834271683346,6.284490823208917,6.10788758554506,6.142346753869716,
2015-02-27,6.228494674681354,6.228494674681354,6.03896924889575,6.198342902397277,
2015-03-02,6.232802070721936,6.232802070721936,6.008817476611678,6.094965397423317,
2015-03-03,6.10788758554506,6.120809773666808,5.991587892449353,6.099272793463897,
2015-03-04,6.077735813260989,6.146654149910298,6.069121021179825,6.077735813260989,
2015-03-05,6.069121021179825,6.094965397423317,5.974358308287023,6.021739664733426,
2015-03-06,6.03896924889575,6.03896924889575,5.952821328084114,5.970050912246442,
2015-03-09,6.017432268692843,6.017432268692843,5.776218090420259,5.832214238947822,
2015-03-10,5.853751219150732,5.9226695558000415,5.741758922095605,5.845136427069567,
2015-03-11,5.707299753770951,5.823599446866659,5.707299753770951,5.806369862704333,
2015-03-12,5.75468111021735,5.862366011231897,5.75468111021735,5.789140278542004,
2015-03-13,5.875288199353642,5.9226695558000415,5.776218090420259,5.896825179556552,
2015-03-16,5.879595595394224,5.883902991434803,5.840829031028988,5.866673407272479,
2015-03-17,5.862366011231897,5.862366011231897,5.737451526055021,5.789140278542004,
2015-03-18,5.776218090420259,5.823599446866659,5.646996209202804,5.707299753770951,
2015-03-19,5.702579376124722,5.837359165780482,5.600332639144492,5.772293060429424,
2015-03-20,5.660751165541899,5.846654323687775,5.660751165541899,5.702579376124722,
2015-03-24,5.725817270892958,5.725817270892958,5.4980859021642585,5.6561035865882525,
2015-03-25,5.595685060190841,5.6561035865882525,5.516676217978846,5.642160849727312,
